"Region","fuel","X1850","X1855","X1860","X1865","X1870","X1875","X1880","X1885","X1890","X1895","X1900","X1905","X1910","X1915","X1920","X1925","X1930","X1935","X1940","X1945","X1950","X1955","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"Canada      ","biomass","0.00213223810424491","0.00200548681099199","0.00197591690762441","0.00179793771482137","0.00174073447804098","0.00165476009244779","0.00160542773464977","0.00149204314735206","0.001441632","0.00158174388529992","0.00157899967642028","0.00163044859158015","0.00176809418113766","0.0020225345721178","0.00241626716861269","0.00249582050153982","0.00249660349312523","0.0028475275677925","0.00247566351910875","0.00214052579365079","0.00204995617879053","0.00170032901501131","0.0013339180565696","0.00130249274496586","0.00127106743336212","0.00123964212175837","0.00120821681015463","0.00117679149855089","0.00104904197120389","0.000921292443856882","0.000793542916509879","0.000665793389162876","0.000538043861815872","0.000531572460639686","0.000525101059463499","0.000518629658287313","0.000512158257111127","0.00050568685593494","0.00048652999615398","0.000467373136373019","0.000448216276592058","0.000429059416811098","0.000409902557030137","0.000402875248492713","0.000395847939955289","0.000388820631417865","0.000381793322880441","0.000374766014343017","0.000373678127543535","0.000372590240744054","0.000371502353944573","0.000370414467145091","0.00036932658034561","0.000366862091706692","0.000364397603067774","0.000361933114428856","0.000359468625789939","0.000357004137151021","0.000356035774175793","0.000355067411200565","0.000354099048225337","0.000353130685250109","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881","0.000352162322274881"
"Canada      ","brown_coal","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000944788196097097","0.000861498345201083","0.000807475826237552","0.000778332003192338","0.000765111851499286","0.000757800891530461","0.000756384116666051","0.000754967341801642","0.000753550566937232","0.000752133792072822","0.000750717017208413","0.000652023648707331","0.00055333028020625","0.000454636911705168","0.000355943543204086","0.000257250174703005","0.000248466608693147","0.000239683042683289","0.000230899476673431","0.000222115910663573","0.000213332344653715","0.000194905839180314","0.000176479333706912","0.000158052828233511","0.000139626322760109","0.000121199817286708","0.000107812769124481","9.44257209622537e-05","8.10386728000267e-05","6.76516246377997e-05","5.42645764755728e-05","5.17348195036166e-05","4.92050625316603e-05","4.66753055597041e-05","4.41455485877479e-05","4.16157916157916e-05","3.90108089223134e-05","3.64058262288351e-05","3.38008435353568e-05","3.11958608418785e-05","2.85908781484003e-05","2.74724549725932e-05","2.63540317967861e-05","2.52356086209789e-05","2.41171854451718e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05","2.29987622693647e-05"
"Canada      ","coal_coke","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.62631077216397e-06","7.57628570940662e-06","7.52626064664928e-06","7.47623558389193e-06","7.42621052113458e-06","7.37618545837724e-06","7.48254434082113e-06","7.58890322326502e-06","7.69526210570891e-06","7.8016209881528e-06","7.90797987059669e-06","7.85579566118324e-06","7.80361145176978e-06","7.75142724235632e-06","7.69924303294287e-06","7.64705882352941e-06","7.66279433067288e-06","7.67852983781634e-06","7.69426534495981e-06","7.71000085210328e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06","7.72573635924674e-06"
"Canada      ","diesel_oil","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000795228628230616","0.000800711743772242","0.000797285835453774","0.00079646017699115","0.000400673400673401","0.000634154192821503","0.000638943036603855","0.000275428752074607","0.000274617745272277","0.000273806738469948","0.000272995731667618","0.000272184724865288","0.000271373718062959","0.000313597906530675","0.00035582209499839","0.000398046283466106","0.000440270471933822","0.000482494660401538","0.000489893950048769","0.000497293239696","0.000504692529343231","0.000512091818990462","0.000519491108637693","0.000519956865984909","0.000520422623332125","0.000520888380679341","0.000521354138026557","0.000521819895373772","0.000525673974220653","0.000529528053067534","0.000533382131914415","0.000537236210761296","0.000541090289608177","0.000537667567481091","0.000534244845354004","0.000530822123226918","0.000527399401099831","0.000523976678972745","0.000521348587511091","0.000518720496049437","0.000516092404587783","0.000513464313126129","0.000510836221664475","0.00050857853416004","0.000506320846655604","0.000504063159151168","0.000501805471646733","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297","0.000499547784142297"
"Canada      ","hard_coal","4.54545454545455e-05","0.000101612903225806","0.000178678678678679","0.000147746243739566","0.000266788210270435","0.000267764796016089","0.00012513898716264","0.000108637550871652","0.000102295479258032","0.000116020283239877","0.000102839313721284","0.000114472178643024","0.000137839031038256","0.000167482783792072","0.000137302629314372","0.000135084535424739","0.000136582741842631","0.000205015845690363","0.000167127330699817","0.000169593103590505","0.000209271623456819","0.000290140849091075","0.000249026613096604","0.000235298156615599","0.000221569700134594","0.000207841243653589","0.000194112787172583","0.000180384330691578","0.000159458442378898","0.000138532554066218","0.000117606665753538","9.66807774408581e-05","7.5754889128178e-05","6.93859863905223e-05","6.30170836528666e-05","5.66481809152109e-05","5.02792781775552e-05","4.39103754398996e-05","4.34816562508305e-05","4.30529370617615e-05","4.26242178726925e-05","4.21954986836235e-05","4.17667794945544e-05","3.88888151786772e-05","3.60108508628e-05","3.31328865469228e-05","3.02549222310455e-05","2.73769579151683e-05","2.60913270699234e-05","2.48056962246785e-05","2.35200653794336e-05","2.22344345341887e-05","2.09488036889439e-05","2.01556288014162e-05","1.93624539138885e-05","1.85692790263608e-05","1.77761041388331e-05","1.69829292513055e-05","1.63155634811785e-05","1.56481977110514e-05","1.49808319409244e-05","1.43134661707974e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05","1.36461004006704e-05"
"Canada      ","heavy_oil","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","3.2258064516129e-05","4.43458980044346e-05","4.4543429844098e-05","0.000113207547169811","0.000144797660598057","9.3037584719655e-05","0.000120350441082851","0.000181891799296104","7.60199186806158e-05","6.837395429369e-05","8.64360813861836e-05","0.000174076744372346","6.93015142750806e-05","5.9145042481931e-05","5.74896615828212e-05","5.65882446674011e-05","5.5686827751981e-05","5.47854108365609e-05","5.38839939211408e-05","5.29825770057207e-05","5.18561426625708e-05","5.07297083194209e-05","4.96032739762711e-05","4.84768396331212e-05","4.73504052899713e-05","4.70371513256702e-05","4.67238973613691e-05","4.64106433970681e-05","4.6097389432767e-05","4.57841354684659e-05","4.52599930921103e-05","4.47358507157546e-05","4.4211708339399e-05","4.36875659630434e-05","4.31634235866878e-05","4.40117484072458e-05","4.48600732278038e-05","4.57083980483619e-05","4.65567228689199e-05","4.7405047689478e-05","4.6876569440341e-05","4.6348091191204e-05","4.5819612942067e-05","4.529113469293e-05","4.4762656443793e-05","4.48782490764741e-05","4.49938417091552e-05","4.51094343418364e-05","4.52250269745175e-05","4.53406196071986e-05","4.61460512547588e-05","4.69514829023191e-05","4.77569145498793e-05","4.85623461974395e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05","4.93677778449997e-05"
"Canada      ","light_oil","0.000526315789473684","0.000526315789473684","0.000526315789473684","0.000526315789473684","0.000481099656357388","0.000509803921568627","0.000491400491400491","0.000508474576271186","0.00047979797979798","0.000485294117647059","0.000483619344773791","0.000481927710843373","0.000485651214128035","0.000487987987987988","0.000486143729450446","0.000485409252669039","0.000484922575387123","0.000485048504850485","0.000484838217855328","0.000484858204367466","0.000458902239213545","0.000477746127826242","0.000471940736599343","0.000470722734618782","0.00046950473263822","0.000468286730657659","0.000467068728677097","0.000465850726696536","0.000436797269051477","0.000407743811406419","0.00037869035376136","0.000349636896116302","0.000320583438471243","0.000306161207933697","0.00029173897739615","0.000277316746858603","0.000262894516321056","0.000248472285783509","0.000258067556916014","0.000267662828048519","0.000277258099181024","0.000286853370313529","0.000296448641446034","0.000299515449659374","0.000302582257872714","0.000305649066086054","0.000308715874299394","0.000311782682512733","0.000301944034494053","0.000292105386475373","0.000282266738456693","0.000272428090438013","0.000262589442419333","0.000240615057396534","0.000218640672373734","0.000196666287350935","0.000174691902328135","0.000152717517305336","0.000130034881312695","0.000107352245320055","8.4669609327415e-05","6.19869733347748e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05","3.93043373421346e-05"
"Central Amer","biomass","0.00348159687121953","0.00345233688107358","0.00341949311059755","0.00342236352255131","0.00337567081998477","0.00330714025600182","0.00325045670403239","0.00319664024487085","0.00314682750962167","0.00310093861238775","0.00304353059948652","0.00297323651034689","0.00293484112868336","0.00296970668590476","0.00293970438637344","0.00289320133687613","0.00288430151597737","0.00288462968290862","0.00289105670462703","0.00288847346063592","0.00290231395110879","0.00292544530158463","0.00293753778509769","0.00293734670462628","0.00293715562415486","0.00293696454368345","0.00293677346321203","0.00293658238274062","0.00291793367334005","0.00289928496393949","0.00288063625453892","0.00286198754513836","0.00284333883573779","0.00284157453930249","0.00283981024286718","0.00283804594643188","0.00283628164999658","0.00283451735356127","0.00285108269539971","0.00286764803723814","0.00288421337907657","0.00290077872091501","0.00291734406275344","0.0029175000999173","0.00291765613708116","0.00291781217424501","0.00291796821140887","0.00291812424857273","0.00290820063968712","0.00289827703080151","0.0028883534219159","0.00287842981303029","0.00286850620414468","0.00287957821854464","0.0028906502329446","0.00290172224734456","0.00291279426174452","0.00292386627614448","0.0029323762664707","0.00294088625679692","0.00294939624712314","0.00295790623744936","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558","0.00296641622777558"
"Central Amer","coal_coke","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.62068965517241e-06","8.53142910833412e-06","8.44216856149582e-06","8.35290801465752e-06","8.26364746781922e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06","8.17438692098093e-06"
"Central Amer","diesel_oil","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000612819910777178","0.000614190687361419","0.000644319550381373","0.0006609396914446","0.000613593455003147","0.000450220696419814","0.000495322909116013","0.000564107126968592","0.00057451327199517","0.000584919417021748","0.000595325562048325","0.000605731707074903","0.000616137852101481","0.000631120188625378","0.000646102525149274","0.00066108486167317","0.000676067198197066","0.000691049534720962","0.000653541467297254","0.000616033399873546","0.000578525332449839","0.000541017265026131","0.000503509197602423","0.000539501401024914","0.000575493604447405","0.000611485807869896","0.000647478011292387","0.000683470214714878","0.000688770514272754","0.00069407081383063","0.000699371113388506","0.000704671412946382","0.000709971712504258","0.000709226810504717","0.000708481908505176","0.000707737006505636","0.000706992104506095","0.000706247202506554","0.000709310618527829","0.000712374034549103","0.000715437450570378","0.000718500866591652","0.000721564282612927","0.000714706923325189","0.000707849564037452","0.000700992204749715","0.000694134845461977","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424","0.00068727748617424"
